"","ano_campeonato","estado","media_mandante","media_visitante","media_geral"
"103",2014,"RS",1.60526315789474,0.736842105263158,1.17105263157895
"104",2014,"SC",1.17543859649123,0.649122807017544,0.912280701754387
"105",2014,"SP",1.44736842105263,0.973684210526316,1.21052631578947
"106",2015,"GO",1.15789473684211,0.894736842105263,1.02631578947369
"107",2015,"MG",1.68421052631579,1.18421052631579,1.43421052631579
"108",2015,"PE",1.73684210526316,1.05263157894737,1.39473684210527
"109",2015,"PR",1.18421052631579,0.763157894736842,0.973684210526316
"110",2015,"RJ",1.15789473684211,0.824561403508772,0.991228070175441
"111",2015,"RS",1.65789473684211,0.736842105263158,1.19736842105263
"112",2015,"SC",1.13157894736842,0.631578947368421,0.88157894736842
"113",2015,"SP",1.85263157894737,1.13684210526316,1.49473684210527
"114",2016,"BA",1.57894736842105,1.10526315789474,1.3421052631579
"115",2016,"MG",1.42105263157895,0.910714285714286,1.16588345864662
"116",2016,"PE",1.57894736842105,0.894736842105263,1.23684210526316
"117",2016,"PR",1.47368421052632,0.605263157894737,1.03947368421053
"118",2016,"RJ",1.54385964912281,0.912280701754386,1.2280701754386
"119",2016,"RS",1.13157894736842,0.868421052631579,0.999999999999999
"120",2016,"SC",1.24324324324324,0.868421052631579,1.05583214793741
"121",2016,"SP",1.68421052631579,1.06315789473684,1.37368421052631
"122",2017,"BA",1.47368421052632,1.15789473684211,1.31578947368422
"123",2017,"GO",0.947368421052632,1.05263157894737,1
"124",2017,"MG",1.39473684210526,1.21052631578947,1.30263157894737
"125",2017,"PE",1.42105263157895,1,1.21052631578948
"126",2017,"PR",1.31578947368421,0.973684210526316,1.14473684210526
"127",2017,"RJ",1.44736842105263,0.973684210526316,1.21052631578947
"128",2017,"RS",1.36842105263158,1.52631578947368,1.44736842105263
"129",2017,"SC",1.02631578947368,0.973684210526316,0.999999999999998
"130",2017,"SP",1.54736842105263,0.957894736842105,1.25263157894737
"131",2018,"BA",1.28947368421053,0.684210526315789,0.98684210526316
"132",2018,"CE",0.947368421052632,0.736842105263158,0.842105263157895
"133",2018,"MG",1.36842105263158,0.736842105263158,1.05263157894737
"134",2018,"PE",1,0.842105263157895,0.921052631578948
"135",2018,"PR",1.5,0.394736842105263,0.947368421052632
"136",2018,"RJ",1.28947368421053,0.947368421052632,1.11842105263158
"137",2018,"RS",1.78947368421053,0.815789473684211,1.30263157894737
"138",2018,"SC",1.26315789473684,0.526315789473684,0.894736842105262
"139",2018,"SP",1.5,1,1.25
"140",2019,"BA",1.26315789473684,1.05263157894737,1.1578947368421
"141",2019,"CE",1.28947368421053,0.973684210526316,1.13157894736842
"142",2019,"GO",1.63157894736842,0.789473684210526,1.21052631578947
"143",2019,"MG",1.07894736842105,0.815789473684211,0.947368421052631
"144",2019,"PR",1.36842105263158,1.31578947368421,1.3421052631579
"145",2019,"RJ",1.48684210526316,1.06578947368421,1.27631578947368
"146",2019,"RS",1.73684210526316,1.10526315789474,1.42105263157895
"147",2019,"SC",0.684210526315789,0.605263157894737,0.644736842105263
"148",2019,"SP",1.73684210526316,0.921052631578947,1.32894736842105
"149",2020,"BA",1.42105263157895,1.10526315789474,1.26315789473685
"150",2020,"CE",1.10526315789474,1.21052631578947,1.1578947368421
"151",2020,"GO",1.13157894736842,1,1.06578947368421
"152",2020,"MG",2.15789473684211,1.21052631578947,1.68421052631579
"153",2020,"PE",1,0.631578947368421,0.815789473684211
"154",2020,"PR",0.868421052631579,0.947368421052632,0.907894736842106
"155",2020,"RJ",1.35526315789474,1.17105263157895,1.26315789473685
"156",2020,"RS",1.78947368421053,1.21052631578947,1.5
"157",2020,"SP",1.68421052631579,1.02105263157895,1.35263157894737
"158",2021,"BA",1.42105263157895,0.789473684210526,1.10526315789474
"159",2021,"CE",1.31578947368421,0.868421052631579,1.09210526315789
"160",2021,"GO",0.894736842105263,0.842105263157895,0.868421052631579
"161",2021,"MG",1.68421052631579,1.15789473684211,1.42105263157895
"162",2021,"PE",0.684210526315789,0.578947368421053,0.631578947368421
"163",2021,"PR",1.21052631578947,0.947368421052632,1.07894736842105
"164",2021,"RJ",1.44736842105263,1.36842105263158,1.40789473684211
"165",2021,"RS",1.35087719298246,0.824561403508772,1.08771929824562
"166",2021,"SC",0.684210526315789,0.736842105263158,0.710526315789473
"167",2021,"SP",1.32631578947368,0.978947368421053,1.15263157894737
"168",2022,"CE",1.15789473684211,0.947368421052632,1.05263157894737
"169",2022,"GO",1.10526315789474,0.973684210526316,1.03947368421053
"170",2022,"MG",1.23684210526316,1,1.11842105263158
"171",2022,"PR",1.47368421052632,0.815789473684211,1.14473684210527
"172",2022,"RJ",1.64912280701754,1.2280701754386,1.43859649122807
"173",2022,"RS",1.52631578947368,0.763157894736842,1.14473684210526
"174",2022,"SC",1.26315789473684,0.526315789473684,0.894736842105262
"175",2022,"SP",1.6,1.11578947368421,1.35789473684211
"176",2023,"BA",1.52631578947368,1.10526315789474,1.31578947368421
"177",2023,"CE",1.47368421052632,0.894736842105263,1.18421052631579
"178",2023,"GO",1,0.894736842105263,0.947368421052632
"179",2023,"MG",1.10526315789474,1.15789473684211,1.13157894736843
"180",2023,"PR",1.31578947368421,1.10526315789474,1.21052631578948
"181",2023,"RJ",1.56578947368421,1.14473684210526,1.35526315789473
"182",2023,"RS",1.68421052631579,1.18421052631579,1.43421052631579
"183",2023,"SP",1.51578947368421,1,1.2578947368421
"184",2024,"BA",1.11111111111111,1.22222222222222,1.16666666666667
"185",2024,"CE",1.72222222222222,1.11111111111111,1.41666666666667
"186",2024,"GO",0.833333333333333,0.722222222222222,0.777777777777777
"187",2024,"MG",1.47222222222222,0.861111111111111,1.16666666666667
"188",2024,"PR",1.27777777777778,0.833333333333333,1.05555555555556
"189",2024,"RJ",1.43055555555556,1.16666666666667,1.29861111111112
"190",2024,"RS",1.48148148148148,1.11111111111111,1.29629629629629
"191",2024,"SC",1.11111111111111,1,1.05555555555555
"192",2024,"SP",1.69444444444444,1.09722222222222,1.39583333333333
