"","ano_campeonato","data","rodada","estadio","arbitro","publico","publico_max","time_mandante","time_visitante","tecnico_mandante","tecnico_visitante","colocacao_mandante","colocacao_visitante","valor_equipe_titular_mandante","valor_equipe_titular_visitante","idade_media_titular_mandante","idade_media_titular_visitante","gols_mandante","gols_visitante","gols_1_tempo_mandante","gols_1_tempo_visitante","escanteios_mandante","escanteios_visitante","faltas_mandante","faltas_visitante","chutes_bola_parada_mandante","chutes_bola_parada_visitante","defesas_mandante","defesas_visitante","impedimentos_mandante","impedimentos_visitante","chutes_mandante","chutes_visitante","chutes_fora_mandante","chutes_fora_visitante"
"2966",2017,"2017-06-18",8,"Arena Condá","Marcelo Aparecido Ribeiro de Souza",11603,22600,"Chapecoense","Botafogo","Vágner Mancini","Jair Ventura",4,12,12.3,10.4,27.4,27.1,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967",2008,"2008-07-06",9,"Estádio Olímpico Nilton Santos","Cláudio Luciano Mercante Júnior",0,NA,"Botafogo","Grêmio","Geninho","Celso Roth",16,2,13.65,10.4,27.6,24.6,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968",2017,"2017-06-15",7,"Estádio Manoel Barradas","Anderson Daronco",8877,35632,"EC Vitória","Botafogo","Alexandre Gallo","Jair Ventura",18,12,14.05,10.4,27.7,27.1,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",2022,"2022-10-09",31,"Estádio Governador Plácido Castelo","Luiz Flávio de Oliveira ",40968,60326,"Fortaleza","Avaí FC","Juan Pablo Vojvoda","Lisca",11,19,14.95,10.4,30.1,28.5,2,0,0,0,3,6,16,11,11,15,2,3,1,0,16,10,8,5
"2970",2009,"2009-08-05",17,"Estádio Governador Magalhães Pinto","Salvio Fagundes Filho",15485,NA,"Cruzeiro","Atlético-PR","Adilson Batista","Antônio Lopes",15,17,17.6,10.4,26.5,24.7,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971",2017,"2017-09-17",24,"Arena da Baixada","Raphael Claus",13404,42372,"Atlético-PR","Fluminense","Fabiano Soares","Abel Braga",9,8,20,10.4,27.9,23.5,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",2017,"2017-07-24",16,"Estádio Raimundo Sampaio","Raphael Claus",12497,23018,"Atlético-MG","Vasco da Gama","Rogério Micale","Milton Mendes",10,11,22.2,10.4,27.2,25.7,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",2009,"2009-07-23",13,"Estádio Municipal Paulo Machado de Carvalho","Nielson Nogueira Dias",23600,NA,"Corinthians","EC Vitória","Mano Menezes","Paulo César Carpegiani",6,5,23.3,10.4,25.6,24.7,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",2016,"2016-09-08",23,"Estádio Jornalista Mário Filho","Franscisco Carlos do Nascimento",16358,78838,"Flamengo","Ponte Preta","Zé Ricardo","Eduardo Baptista",2,8,25.6,10.4,27.9,29.2,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975",2017,"2017-10-20",29,"Estádio Luso Brasileiro","Marcelo Aparecido Ribeiro de Souza",8282,20000,"Flamengo","EC Bahia","Reinaldo Rueda","Paulo César Carpegiani",6,10,26.6,10.4,30.3,26.4,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976",2020,"2020-08-12",2,"Estádio Nabi Abi Chedid","André Luiz de Freitas Castro",0,13212,"RB Bragantino","Botafogo","Felipe Tigrão","Paulo Autuori",11,15,11.43,10.43,25.5,25,1,1,1,0,11,3,13,8,8,13,2,7,1,1,23,9,12,6
"2977",2021,"2021-09-05",19,"Estádio Governador Roberto Santos","Luiz Flávio de Oliveira ",0,31000,"EC Bahia","Fortaleza","Diego Dabove","Juan Pablo Vojvoda",16,4,9.25,10.45,28.6,29,4,2,1,0,6,4,25,7,6,25,3,4,2,0,13,18,4,8
"2978",2022,"2022-06-09",10,"Estádio Raimundo Sampaio","Douglas Marques Flores",2132,25000,"América-MG","Ceará SC","Vagner Mancini","Dorival Júnior",5,16,9.35,10.45,31.6,30,0,2,0,1,4,4,18,20,18,17,1,3,3,0,16,7,9,3
"2979",2020,"2020-10-20",17,"Estádio Olímpico Nilton Santos","Edina Alves Batista",0,46931,"Botafogo","Goiás EC","Bruno Lazaroni","Enderson Moreira",16,20,10.15,10.45,26.7,27.1,0,0,0,0,11,5,18,11,10,17,4,6,3,0,23,12,7,6
"2980",2018,"2018-08-27",21,"Estádio São Januário","Igor Junior Benevenuto",8782,24584,"Vasco da Gama","Chapecoense","Valdir","Guto Ferreira",14,12,10.3,10.45,28.1,27.5,3,1,0,0,6,4,18,21,22,18,3,4,0,1,7,4,5,4
"2981",2012,"2012-09-05",22,"Estádio Governador Magalhães Pinto","Luiz Flávio de Oliveira",13957,NA,"Cruzeiro","Botafogo","Celso Roth","Oswaldo de Oliveira",7,8,11.3,10.45,29.3,25,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982",2008,"2008-11-30",37,"Estádio Olímpico Nilton Santos","Salvio Fagundes Filho",3106,NA,"Botafogo","Figueirense FC","Ney Franco","Mário Sérgio",9,17,12.25,10.45,27.1,22.8,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983",2008,"2008-05-31",4,"Estádio Beira-Rio","Jailson Macedo Freitas",23456,NA,"Internacional","Sport Recife","Abel Braga","Nelsinho Baptista",14,11,16.7,10.45,25.9,30.2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984",2021,"2021-06-06",2,"Estádio Nabi Abi Chedid","Vinicius Gomes",0,13212,"RB Bragantino","EC Bahia","Maurício Barbieri","Dado Cavalcanti",2,1,18.65,10.45,25.4,27.1,3,3,1,2,9,2,12,13,13,12,0,3,1,3,25,9,9,3
"2985",2022,"2022-08-06",21,"Estádio Olímpico Nilton Santos","Raphael Claus",21657,46931,"Botafogo","Ceará SC","Luís Castro","Marquinhos Santos",12,14,21.18,10.45,28.1,29.8,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986",2018,"2018-08-20",19,"Estádio Cícero Pompeu de Toledo","Rafael Traci",41075,67428,"São Paulo","Chapecoense","Diego Aguirre","Guto Ferreira",1,13,28.45,10.45,27.9,28.7,2,0,1,0,2,6,16,19,20,17,2,1,1,1,3,2,2,2
"2987",2022,"2022-09-04",25,"Estádio Jornalista Mário Filho","Paulo Cesar Zanovelli",64387,78838,"Flamengo","Ceará SC","Mário Jorge","Lucho González",2,15,63.9,10.45,29,30.5,1,1,0,1,12,7,12,19,17,11,0,5,0,2,15,6,4,4
"2988",2020,"2020-08-30",6,"Estádio Governador Plácido Castelo","Rafael Traci",0,60326,"Fortaleza","RB Bragantino","Rogério Ceni","Felipe Tigrão",14,13,7.35,10.48,29.2,23.3,3,0,1,0,3,4,22,10,9,19,2,3,0,1,13,6,6,3
"2989",2012,"2012-09-05",22,"Estádio Eládio de Barros Carvalho","Leandro Pedro Vuaden",13041,NA,"Náutico","Vasco da Gama","Alexandre Gallo","Cristóvão Borges",12,4,3.95,10.5,26.2,27.3,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990",2009,"2009-07-30",15,"Estádio Aderbal Ramos da Silva","Sandro Ricci",9556,NA,"Avaí FC","EC Vitória","Silas","Paulo César Carpegiani",10,3,4.2,10.5,25.8,25.4,4,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991",2009,"2009-07-15",11,"Estádio Bruno José Daniel","Celio Amorim",1294,NA,"Santo André","Atlético-PR","Sérgio Guedes","Waldemar Lemos",9,14,4.75,10.5,29.7,25.2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",2008,"2008-11-30",37,"Estádio Eládio de Barros Carvalho","Leonardo Gaciba da Silva",0,NA,"Náutico","Atlético-PR","Roberto Fernandes","Geninho",16,15,5.75,10.5,27.3,25.4,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993",2009,"2009-07-19",12,"Estádio Manoel Barradas","Leandro Pedro Vuaden",16101,NA,"EC Vitória","Atlético-MG","Paulo César Carpegiani","Celso Roth",4,1,7.6,10.5,25.3,25.7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994",2019,"2019-11-27",35,"Arena Condá","Anderson Daronco",3582,22600,"Chapecoense","Botafogo","Marquinhos Santos","Alberto Valentim",19,14,7.75,10.5,31,26.3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995",2016,"2016-06-02",5,"Estádio Durival Britto e Silva","Pablo dos Santos Alves",2852,20083,"Coritiba FC","Chapecoense","Gilson Kleina","Guto Ferreira",14,9,8.1,10.5,27.1,24.5,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996",2019,"2019-07-21",11,"Estádio Rei Pelé","Ricardo Marques Ribeiro",7845,20000,"CSA","Athletico-PR","Argel Fucks","Tiago Nunes",19,12,8.6,10.5,30.2,24.1,0,4,0,1,3,6,14,28,30,14,5,2,0,0,2,10,9,3
"2997",2015,"2015-06-08",6,"Estádio Serra Dourada","Alisson Sidnei Furtado",1105,50049,"Goiás EC","Avaí FC","Hélio dos Anjos","Gilson Kleina",8,10,8.85,10.5,23.4,26,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998",2016,"2016-06-11",7,"Estádio Moisés Lucarelli","Rodrigo Batista Raposo",3862,19728,"Ponte Preta","Chapecoense","Eduardo Baptista","Guto Ferreira",13,5,11,10.5,28.7,24.5,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999",2017,"2017-07-22",16,"Estádio Manoel Barradas","Marcelo de Lima Henrique",5433,35632,"EC Vitória","Chapecoense","Dejan Petkovic","Vinícius Eutrópio",19,15,12.3,10.5,26.3,26.5,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000",2017,"2017-07-20",15,"Estádio Moisés Lucarelli","Rodrigo Batista Raposo",3832,19728,"Ponte Preta","Coritiba FC","Gilson Kleina","Pachequinho",16,12,13.25,10.5,28.9,27.2,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001",2016,"2016-06-26",11,"Estádio Adelmar da Costa Carvalho","Dewson Fernando Freitas da Silva",8743,35000,"Sport Recife","Chapecoense","Falcão","Guto Ferreira",18,7,16.25,10.5,29.4,26.6,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002",2017,"2017-06-15",7,"Estádio Luso Brasileiro","Ricardo Marques Ribeiro",13981,20000,"Flamengo","Ponte Preta","Zé Ricardo","Gilson Kleina",14,5,19.85,10.5,26.9,28.4,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003",2014,"2014-10-09",27,"Arena do Grêmio","Marcelo de Lima Henrique",11659,60540,"Grêmio","Sport Recife","Luiz Felipe Scolari","Eduardo Baptista",5,9,19.85,10.5,27,27.9,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004",2016,"2016-10-02",28,"Estádio Beira-Rio","Luis Cesar de Oliveira Magalhães",34036,56000,"Internacional","Figueirense FC","Celso Roth","Marquinhos Santos",18,16,25.25,10.5,27.7,26.6,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005",2016,"2016-06-05",6,"Neo Química Arena","Anderson Daronco",26958,49205,"Corinthians","Coritiba FC","Tite","Pachequinho",3,17,28.35,10.5,26.5,28.4,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3006",2016,"2016-09-25",27,"Arena do Grêmio","Dewson Fernando Freitas da Silva",11152,60540,"Grêmio","Chapecoense","Renato Gaúcho","Caio Júnior",11,10,43,10.5,26.4,25.7,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007",2015,"2015-07-30",16,"Neo Química Arena","Leandro Pedro Vuaden",30340,49205,"Corinthians","Vasco da Gama","Tite","Celso Roth",2,18,43.25,10.5,27.3,27.5,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3008",2014,"2014-08-31",18,"Estádio Manoel Barradas","Anderson Daronco",14477,35632,"EC Vitória","Flamengo","Ney Franco","Vanderlei Luxemburgo",20,11,7.25,10.55,28.1,28.4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3009",2008,"2008-12-07",38,"Estádio Orlando Scarpelli","Wilson Luiz Seneme",0,NA,"Figueirense FC","Internacional","Mário Sérgio","Tite",17,6,9.15,10.55,23.4,26.8,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3010",2021,"2021-11-29",35,"Estádio Antonio Accioly","Ramon Abatti",10004,13000,"Atlético-GO","EC Bahia","Marcelo Cabo","Guto Ferreira",15,17,10.68,10.55,27.7,27.6,2,1,0,0,4,5,16,20,20,14,1,1,6,0,12,14,7,6
"3011",2019,"2019-09-30",22,"Arena da Baixada","Thiago Duarte Peixoto",13669,42372,"Athletico-PR","Chapecoense","Tiago Nunes","Marquinhos Santos",9,20,18.9,10.55,26.3,30.2,1,1,0,1,0,0,255,255,0,0,0,0,0,0,0,0,0,0
"3012",2008,"2008-10-23",31,"Estádio Cícero Pompeu de Toledo","Héber Lopes",17111,NA,"São Paulo","EC Vitória","Muricy Ramalho","Vágner Mancini",4,10,38.4,10.55,27.3,27.1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013",2007,"2007-05-27",3,"Estádio Jornalista Mário Filho","Evandro Rogerio Roman",4291,NA,"Fluminense","Internacional","Renato Gaúcho","Alexandre Gallo",14,16,0.9,10.6,23.8,25.4,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3014",2013,"2013-06-06",4,"Estádio Estadual Lourival Baptista","Héber Lopes",13759,NA,"EC Bahia","Botafogo","Cristóvão Borges","Oswaldo de Oliveira",11,3,4.25,10.6,25.5,28,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3015",2010,"2010-11-10",35,"Estádio Governador Plácido Castelo","Wallace Nascimento Valente",16330,NA,"Ceará SC","Botafogo","Dimas Filgueiras","Joel Santana",12,4,4.7,10.6,29,28.9,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016",2008,"2008-05-11",1,"Estádio Olímpico Nilton Santos","Cleber Wellington Abade",2562,NA,"Botafogo","Sport Recife","Cuca","Nelsinho Baptista",2,20,6,10.6,24.5,27.5,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3017",2018,"2018-09-14",20,"Arena Condá","Flavio Rodrigues de Souza",4146,22600,"Chapecoense","Atlético-PR","Guto Ferreira","Tiago Nunes",16,13,8.25,10.6,28.1,24.4,2,1,0,0,8,4,19,17,17,20,5,3,1,0,4,6,8,6
"3018",2018,"2018-08-26",21,"Arena da Baixada","Marcelo Aparecido Ribeiro de Souza",13577,42372,"Atlético-PR","Grêmio","Tiago Nunes","Renato Gaúcho",16,4,11.5,10.6,26.3,28.2,2,1,1,1,8,1,17,17,19,18,1,5,1,2,7,2,4,2
"3019",2017,"2017-10-22",30,"Arena Fonte Nova","Marcelo de Lima Henrique",31185,55000,"EC Bahia","EC Vitória","Paulo César Carpegiani","Vágner Mancini",12,16,11.6,10.6,26.3,25.6,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020",2010,"2010-11-07",34,"Estádio Jornalista Mário Filho","Péricles Bassols Pegado Cortez",16263,NA,"Fluminense","Vasco da Gama","Muricy Ramalho","Paulo César Gusmão",1,11,16.4,10.6,26.5,24.5,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021",2014,"2014-07-20",11,"Estádio Beira-Rio","Sandro Ricci",27633,56000,"Internacional","Flamengo","Abel Braga","Ney Franco",8,19,16.45,10.6,29.4,28.3,4,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022",2009,"2009-09-20",25,"Estádio Jornalista Mário Filho","Wilton Sampaio",47921,NA,"Flamengo","Coritiba FC","Andrade","Ney Franco",11,15,25.8,10.6,28.3,26.3,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023",2010,"2010-07-18",9,"Estádio Governador Magalhães Pinto","Salvio Fagundes Filho",3579,NA,"Cruzeiro","Goiás EC","Cuca","Emerson Leão",5,11,26.5,10.6,27.5,26.9,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024",2021,"2021-07-17",12,"Estádio Cícero Pompeu de Toledo","Savio Pereira Sampaio",0,72039,"São Paulo","Fortaleza","Hernán Crespo","Juan Pablo Vojvoda",14,4,33.4,10.6,26.9,27.9,0,1,0,0,9,5,18,20,17,18,3,3,1,1,10,9,5,2
"3025",2016,"2016-09-16",25,"Estádio Raimundo Sampaio","Thiago Duarte Peixoto",11389,23018,"Atlético-MG","Sport Recife","Marcelo Oliveira","Oswaldo de Oliveira",3,13,35.25,10.6,28.4,27.3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026",2019,"2019-05-01",2,"Neo Química Arena","Ricardo Marques Ribeiro",30442,49205,"Corinthians","Chapecoense","Fábio Carille","Ney Franco",11,6,39.9,10.6,27.3,27.8,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",2020,"2020-08-16",3,"Estádio Governador Roberto Santos","Felipe Fernandes",0,30000,"EC Bahia","RB Bragantino","Roger Machado","Felipe Tigrão",5,11,11.13,10.63,28.8,26.2,2,1,1,0,3,7,16,16,14,15,2,2,2,1,10,16,4,7
"3028",2012,"2012-10-24",32,"Estádio Orlando Scarpelli","André Luiz de Freitas Castro",8117,NA,"Figueirense FC","Botafogo","Márcio Goiano","Oswaldo de Oliveira",19,7,5.2,10.65,27.2,24.5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029",2008,"2008-11-22",36,"Estádio Olímpico Nilton Santos","Antonio Hora Filho",0,NA,"Botafogo","Atlético-PR","Ney Franco","Geninho",9,14,8.1,10.65,25.8,25.3,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030",2020,"2021-02-26",38,"Arena Fonte Nova","Paulo Roberto Alves Júnior",0,55000,"EC Bahia","Santos FC","Dado Cavalcanti","Marcelo Fernandes",15,8,8.15,10.65,29.3,22.4,2,0,1,0,4,4,11,13,13,11,5,3,2,1,16,15,8,6
"3031",2014,"2014-10-26",31,"Campus Realzale Gazteak","Ricardo Marques Ribeiro",42391,44351,"Botafogo","Flamengo","Vágner Mancini","Vanderlei Luxemburgo",19,11,9.7,10.65,27.7,23.8,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032",2008,"2008-11-08",34,"Estádio Orlando Scarpelli","Leandro Pedro Vuaden",0,NA,"Figueirense FC","Atlético-PR","Mário Sérgio","Geninho",18,17,10.55,10.65,24.3,25.2,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033",2017,"2017-10-15",28,"Estádio Jornalista Mário Filho","Vinicius Gonçalves Dias Araujo",31406,82238,"Vasco da Gama","Botafogo","Zé Ricardo","Jair Ventura",9,6,12.95,10.65,28.1,26.9,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034",2008,"2008-11-02",33,"Estádio Olímpico Monumental","Jailson Macedo Freitas",0,NA,"Grêmio","Figueirense FC","Celso Roth","Mário Sérgio",2,16,15.5,10.65,25.2,24.7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",2017,"2017-06-04",4,"Arena do Grêmio","Sandro Ricci",22579,60540,"Grêmio","Vasco da Gama","Renato Gaúcho","Milton Mendes",4,9,28.3,10.65,28.1,25.3,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036",2018,"2018-10-22",30,"Estádio Raimundo Sampaio","Raphael Claus",12666,25000,"Cruzeiro","Chapecoense","Mano Menezes","Claudinei Oliveira",10,18,30.8,10.65,32,27.4,3,0,3,0,4,4,9,14,15,10,3,2,1,1,5,3,5,8
"3037",2021,"2021-11-11",31,"Estádio Jornalista Mário Filho","André Luiz de Freitas Castro",9488,78838,"Flamengo","EC Bahia","Renato Portaluppi","Guto Ferreira",3,15,64.4,10.65,27.5,28,3,0,1,0,8,3,14,9,8,14,2,3,3,2,17,7,5,2
"3038",2012,"2012-06-17",5,"Estádio Moisés Lucarelli","Wilson Luiz Seneme",6316,NA,"Ponte Preta","Corinthians","Gilson Kleina","Tite",14,20,2.8,10.7,27.1,24.1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039",2014,"2014-08-17",15,"Estádio Adelmar da Costa Carvalho","Vinicius Furlan",13223,35000,"Sport Recife","Atlético-PR","Eduardo Baptista","Doriva",8,7,4.7,10.7,27.2,24.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040",2013,"2013-11-17",35,"Estádio do Governo do Estado de Goiás","Wagner Reway",8263,50049,"Goiás EC","Internacional","Enderson Moreira","Clemer",4,11,5.4,10.7,27.8,25.5,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041",2009,"2009-08-20",20,"Estádio Eládio de Barros Carvalho","Evandro Rogerio Roman",13246,NA,"Náutico","Goiás EC","Geninho","Hélio dos Anjos",18,3,6.05,10.7,26.5,26.6,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",2008,"2008-10-30",32,"Estádio São Januário","Wallace Nascimento Valente",22743,NA,"Vasco da Gama","Atlético-PR","Renato Gaúcho","Geninho",19,18,6.45,10.7,26.1,25.8,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043",2018,"2018-08-11",18,"Estádio Presidente Vargas","Luiz Flávio de Oliveira",13772,20268,"Ceará SC","Atlético-PR","Lisca","Tiago Nunes",19,18,7.25,10.7,28.9,25.5,0,0,0,0,3,9,15,15,15,15,3,4,0,0,4,3,6,8
"3044",2010,"2010-06-02",6,"Arena da Baixada","Paulo César de Oliveira",12366,NA,"Atlético-PR","Botafogo","Paulo César Carpegiani","Joel Santana",18,5,8.8,10.7,25.1,27.8,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",2009,"2009-07-22",13,"Estádio Urbano Caldeira","Wagner Tardelli Azevedo",7375,NA,"Santos FC","Atlético-PR","Vanderlei Luxemburgo","Waldemar Lemos",12,16,10.65,10.7,27.4,25.3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046",2014,"2014-10-25",31,"Estádio Raimundo Sampaio","Felipe Gomes da Silva",13115,15000,"Atlético-MG","Sport Recife","Levir Culpi","Eduardo Baptista",4,12,15,10.7,25.8,29.1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047",2017,"2017-12-03",38,"Estádio São Januário","Rafael Traci",22076,24584,"Vasco da Gama","Ponte Preta","Zé Ricardo","Eduardo Baptista",7,19,15.65,10.7,27.4,28.3,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048",2017,"2017-08-14",20,"Arena da Baixada","Sandro Ricci",13963,42372,"Atlético-PR","EC Bahia","Fabiano Soares","Preto Casagrande",9,13,19.05,10.7,26.7,25.1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049",2009,"2009-10-29",32,"Allianz Parque","Marcelo de Lima Henrique",18070,NA,"Palmeiras","Goiás EC","Muricy Ramalho","Hélio dos Anjos",1,7,22.3,10.7,26.9,27.5,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3050",2016,"2016-11-17",35,"Estádio Urbano Caldeira","Wilton Sampaio",9258,20120,"Santos FC","EC Vitória","Dorival Júnior","Argel Fucks",2,16,24.3,10.7,27.4,25.8,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051",2016,"2016-09-16",25,"Estádio Beira-Rio","Émerson Luiz Sobral",20942,56000,"Internacional","EC Vitória","Celso Roth","Argel Fucks",16,18,24.75,10.7,25.7,26.6,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052",2020,"2020-08-09",1,"Estádio Urbano Caldeira","Ricardo Marques Ribeiro",0,20120,"Santos FC","RB Bragantino","Cuca","Felipe Tigrão",8,11,28.45,10.7,27.5,25.2,1,1,0,0,4,2,10,19,19,9,5,3,4,2,10,18,5,8
"3053",2014,"2014-08-21",16,"Estádio Urbano Caldeira","Igor Junior Benevenuto",4612,20120,"Santos FC","Atlético-PR","Oswaldo de Oliveira","Doriva",10,7,38.05,10.7,27.6,24.6,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",2016,"2016-07-01",12,"Estádio José do Rego Maciel","Franscisco Carlos do Nascimento",8517,60044,"Santa Cruz","Ponte Preta","Milton Mendes","Eduardo Baptista",18,14,7,10.75,29,25.8,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",2009,"2009-11-08",34,"Arena da Baixada","Salvio Fagundes Filho",15591,NA,"Atlético-PR","Goiás EC","Antônio Lopes","Hélio dos Anjos",15,9,8.75,10.75,24.8,28.2,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056",2016,"2016-06-26",11,"Estádio Manoel Barradas","Ricardo Marques Ribeiro",4814,35632,"EC Vitória","Ponte Preta","Vágner Mancini","Eduardo Baptista",14,13,10.35,10.75,27,25.8,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
